f_mysql_total_ts_nrows,f_MySQLCost,f_count_all_base_tables,f_count_ref_index_ts,f_BaseTableSumNrows,f_are_all_ts_index_ref,table_count,has_having,has_group_by,has_rollup,has_order_by,has_limit,has_join,has_subquery,has_aggregation,select_list_size,where_condition_count,estimated_rows,IS_OLAP
0.0,1.1,1,1,389271661.0,1,1,0,0,0,0,0,0,0,1,2,2,38927166.1,0
0.0,1.1,1,1,169664.0,1,1,0,0,0,0,0,0,0,0,11,1,16966.4,0
6451234.0,941429.9,2,1,6451234.0,0,2,1,1,0,1,1,1,0,1,15,2,100.0,1
7368.0,1372.7,2,0,7368.0,0,2,0,1,0,1,0,1,0,1,5,1,7.368,1
0.0,5.5,5,5,7110338.0,1,5,0,0,0,0,0,1,0,0,17,1,711033.8,0
0.0,21482227.8,1,1,19529298.0,1,1,0,0,0,1,1,0,0,0,13,1,100.0,0
21771039.0,23948142.9,1,0,21771039.0,0,1,0,0,0,1,0,0,0,0,40,0,21771039.0,1
482386390.0,88437506.133333,1,0,482386390.0,0,1,0,1,0,1,0,0,0,1,18,4,482386.39,1
344566354.0,63171076.933333,1,0,344566354.0,0,1,0,1,0,1,0,0,0,1,8,1,344566.354,1
1591240.0,291824.233333,1,0,1591240.0,0,1,1,1,0,1,1,0,0,1,20,3,10.0,1
11573352.0,2121783.2,7,2,11573352.0,0,7,0,1,0,1,1,1,0,1,18,6,20.0,1
0.0,17.6,1,1,19747.0,1,1,0,0,0,0,1,0,0,0,2,2,20.0,0
175582360.0,30879494.399417,1,0,175582360.0,0,1,0,0,0,1,0,0,0,0,30,0,175582360.0,1
0.0,3700.4,4,4,1350515769.0,1,4,1,1,0,0,1,1,0,1,13,6,10.0,0
647417.0,118693.116667,1,0,647417.0,0,1,1,1,0,0,0,0,0,1,19,1,647.417,1
51158249.0,9379021.316667,1,0,51158249.0,0,1,1,1,0,1,0,0,0,1,3,2,51158.249,1
7704826.0,1412551.433333,4,2,7704826.0,0,4,0,1,0,0,0,1,0,1,26,4,7704.826,1
245985262.0,45097298.033333,7,2,245985262.0,0,7,0,1,0,0,1,1,0,1,29,6,10.0,1
0.0,3794.9,1,1,12088178.0,1,1,0,0,0,1,1,0,0,0,11,3,10.0,0
829633398.0,152103336.7,1,0,829633398.0,0,1,0,1,0,1,0,0,0,1,16,0,8296333.98,1
307499078.0,55560248.333333,5,1,307499078.0,0,5,0,1,0,0,1,1,0,1,22,6,1000.0,1
0.0,4.5,4,4,1011018690.0,1,4,0,0,0,1,1,1,0,0,14,5,50.0,0
1469715.0,269449.35,3,1,1469715.0,0,3,1,1,0,1,0,1,0,1,27,2,1469.715,1
0.0,267484681.2,2,2,121583946.0,1,2,0,0,0,0,0,1,0,0,5,2,12158394.6,0
7358477.2,2292482.753333,1,0,6788416.0,0,2,1,0,0,1,0,1,1,0,18,5,678841.6,1
89962778.0,12636935.516667,6,2,89962778.0,0,6,1,1,0,1,0,1,0,1,9,6,89962.778,1
5868.0,1089.6,2,0,5868.0,0,2,1,1,0,1,1,1,0,1,15,1,5.868,1
8286023.0,15424.866667,3,1,8286023.0,0,3,0,0,0,0,0,1,0,0,19,4,828602.3,0
18609545.8,6553703.313333,1,0,17469892.0,0,2,1,1,0,1,0,1,1,1,15,2,17469.892,1
0.0,4.8,1,1,28847.0,1,1,0,0,0,1,1,0,0,0,11,2,50.0,0
0.0,1006.6,2,2,64705.0,1,2,0,0,0,1,1,1,0,0,17,4,100.0,1
0.0,1.1,1,1,31624.0,1,1,0,0,0,0,1,0,0,0,12,1,1.0,0
0.0,16.8,5,5,249665782.0,1,5,0,0,0,1,1,1,0,0,13,3,20.0,0
0.0,519349195.2,8,8,59016954.0,1,8,0,1,0,1,1,1,0,1,29,4,10.0,1
0.0,375.2,5,5,45534377.0,1,5,0,0,0,1,1,1,0,0,8,5,100.0,0
233194.0,31092.533333,1,0,233194.0,0,1,0,0,0,0,0,0,0,0,16,5,23319.4,1
0.0,1.1,1,1,11258736.0,1,1,0,0,0,0,1,0,0,0,10,1,1.0,0
0.0,9.6,1,1,676149.0,1,1,0,0,0,1,1,0,0,0,15,1,10.0,0
236.9,360.69,1,1,3547111.0,1,1,0,0,0,0,1,0,1,0,7,1,100.0,0
21918165.0,4018330.45,1,0,21918165.0,0,1,0,1,0,1,0,0,0,1,15,4,21918.165,1
136176556.0,15252165.433333,6,3,136176556.0,0,6,0,0,0,0,1,1,0,0,4,1,1000.0,1
0.0,8008598.4,1,1,7280544.0,1,1,0,0,0,0,1,0,0,0,4,2,1.0,0
4045356.0,741661.4,1,0,4045356.0,0,1,1,1,0,1,1,0,0,1,20,4,100.0,1
0.0,3.3,3,3,20774009.0,1,3,0,0,0,0,1,1,0,0,5,5,20.0,0
0.0,2839.1,1,1,3566939.0,1,1,0,0,0,0,1,0,0,0,10,2,100.0,1
0.0,101665.3,1,1,92423.0,1,1,0,0,0,1,1,0,0,1,12,2,1000.0,1
0.0,9.6,1,1,546121.0,1,1,0,0,0,1,0,0,0,0,12,2,54612.1,0
6951328.0,180339.866667,2,1,6951328.0,0,2,0,0,0,0,0,1,0,0,16,2,695132.8,1
8204.0,1504.166667,3,1,8204.0,0,3,1,1,0,1,1,1,0,1,13,3,8.204,1
16824977.0,3084579.316667,1,0,16824977.0,0,1,0,1,0,1,1,0,0,1,5,1,100.0,1
78770080.4,25266150.806667,1,0,74833730.0,0,1,0,1,0,1,1,0,1,1,14,5,100.0,1
13283719.0,2550740.583333,1,0,13178818.0,0,2,0,1,0,1,1,1,1,1,9,3,100.0,1
0.0,1.1,1,1,3352560.0,1,1,0,0,0,0,0,0,0,0,10,1,335256.0,0
217.7,1316.37,1,1,1100883.0,1,1,0,0,0,0,0,0,1,0,5,3,110088.3,1
0.0,1.1,1,1,1083.0,1,1,0,0,0,0,1,0,0,0,5,1,1.0,0
661583151.0,88211086.8,1,0,661583151.0,0,1,0,0,0,0,0,0,0,0,24,1,66158315.1,0
0.0,86404973.6,8,8,9818747.0,1,8,0,1,0,1,1,1,0,1,11,7,10.0,1
238448202.0,40541105.45,3,2,238448202.0,0,3,1,1,0,1,1,1,0,1,20,7,100.0,1
30231.0,5550.95,4,3,30231.0,0,4,0,1,0,1,0,1,0,1,3,2,30.231,1
0.0,4.8,1,1,988103.0,1,1,0,0,0,1,1,0,0,0,5,2,50.0,0
26419.8,29227.88,1,1,15716.0,1,1,0,0,0,0,1,0,1,0,2,1,10.0,0
4649365.0,30436.033333,4,3,4649365.0,0,4,0,0,0,0,1,1,0,0,6,7,10.0,1
0.0,6798.0,4,4,1529524769.0,1,4,0,0,0,0,1,1,0,0,6,4,50.0,0
246114.0,32819.1,1,0,246114.0,0,1,0,0,0,1,1,0,0,0,15,3,10.0,1
77016.0,14120.1,1,0,77016.0,0,1,0,0,0,1,0,0,0,1,9,1,7701.6,1
8479370.0,1083115.033333,6,3,8479370.0,0,6,0,0,0,0,1,1,0,0,25,7,100.0,1
0.0,169586033.1,3,3,51389707.0,1,3,0,0,0,0,1,1,0,0,13,1,1000.0,1
0.0,30.6,3,3,2104918.0,1,3,0,0,0,1,1,1,0,0,20,3,100.0,0
25970050.0,4148328.620842,1,0,25970050.0,0,1,0,0,0,1,0,0,0,0,35,2,2597005.0,1
232332503.0,42594304.916667,8,4,232332503.0,0,8,0,1,0,1,0,1,0,1,16,2,232332.503,1
22914.0,4209.4,4,2,22914.0,0,4,0,1,0,1,1,1,0,1,15,2,22.914,1
132781197.0,24343220.35,6,1,132781197.0,0,6,1,1,0,1,1,1,0,1,16,3,100.0,1
66400079.0,5347474.4,6,4,66400079.0,0,6,0,0,0,1,1,1,0,0,4,2,1000.0,1
121799810.0,100633930.466667,1,0,50614531.0,0,2,1,1,0,1,0,1,1,1,17,0,506145.31,1
0.0,8.8,4,4,1483767091.0,1,4,0,1,0,0,1,1,0,1,17,6,50.0,0
0.0,18044.4,1,1,16404.0,1,1,0,0,0,0,0,0,0,1,1,1,1640.4,1
348541126.0,55211830.483333,6,1,348541126.0,0,6,1,1,0,0,1,1,0,1,16,4,100.0,1
0.0,48.4,4,4,48109308.0,1,4,0,0,0,0,1,1,0,0,9,4,100.0,0
24038770.0,4407107.833333,8,2,24038770.0,0,8,0,1,0,0,1,1,0,1,25,4,100.0,1
1102634.0,666671.966667,1,0,934230.0,0,2,1,1,0,1,0,1,1,1,19,2,934.23,1
28221735.0,3762898.0,1,0,28221735.0,0,1,0,0,0,0,0,0,0,0,40,3,2822173.5,0
107427902.0,19695125.366667,7,0,107427902.0,0,7,0,1,0,1,1,1,0,1,4,1,100.0,1
0.0,134.2,2,2,652577157.0,1,2,0,1,0,0,1,1,0,1,16,1,50.0,0
33247984.0,1519.4,3,1,33247984.0,0,3,0,0,0,0,1,1,0,0,4,4,10.0,0
1183645.0,220801.683333,1,0,1183645.0,0,1,0,1,0,1,0,0,0,1,13,2,1183.645,1
634180831.0,116266485.683333,1,0,634180831.0,0,1,1,1,0,0,1,0,0,1,5,3,100.0,1
80448093.0,10726412.4,1,0,80448093.0,0,1,0,0,0,0,0,0,0,0,37,3,8044809.3,1
3135430.0,27415.066667,3,1,3135430.0,0,3,0,0,0,1,1,1,0,0,15,7,100.0,1
0.0,3.6,1,1,194943.0,1,1,0,0,0,1,1,0,0,0,10,1,10.0,0
0.0,10.2,3,3,136055844.0,1,3,0,0,0,1,1,1,0,0,5,3,20.0,0
0.0,1186.6,3,3,733331897.0,1,3,0,1,0,1,1,1,0,1,6,2,200.0,0
4508.9,4961.99,1,1,356505.0,1,1,0,0,0,0,1,0,1,0,5,3,10.0,0
0.0,2.2,2,2,4020247.0,1,2,0,0,0,0,1,1,0,0,16,4,100.0,0
0.0,47550.8,4,4,10807.0,1,4,0,1,1,0,0,1,0,1,12,4,10.807,1
0.0,1.2,1,1,26558.0,1,1,0,0,0,1,1,0,0,0,5,3,50.0,0
0.0,1.1,1,1,2496925.0,1,1,0,0,0,0,1,0,0,0,4,1,1.0,0
280697035.0,13095564.833333,3,2,280697035.0,0,3,0,0,0,1,1,1,0,0,18,3,10.0,1
0.0,732.6,1,1,35897898.0,1,1,0,0,0,0,0,0,0,0,4,2,3589789.8,0
0.0,432.4,2,2,1593220783.0,1,2,0,1,0,1,1,1,0,1,9,3,50.0,0
0.0,1689.6,4,4,291289521.0,1,4,0,1,0,0,1,1,0,1,9,4,50.0,0
141814650.0,294607.7,6,4,141814650.0,0,6,0,0,0,1,1,1,0,0,3,3,100.0,1
15093465.4,11407764.423333,1,0,11951447.0,0,1,0,1,0,1,0,0,1,1,14,2,11951.447,1
0.0,21.6,1,1,14462140.0,1,1,0,0,0,1,1,0,0,0,5,2,100.0,0
12256498.0,10689.55,3,2,12256498.0,0,3,1,1,0,1,1,1,0,1,19,7,1000.0,0
4487.0,822.616667,2,1,4487.0,0,2,1,1,1,0,0,1,0,1,9,0,44.87,1
3161.0,579.516667,2,1,3161.0,0,2,0,1,1,0,1,1,0,1,4,3,3.161,1
167162.9,183941.89,1,1,1185082.0,1,1,0,0,0,0,1,0,1,0,2,3,100.0,0
33950149.0,24444809.283333,1,0,17390354.0,0,1,1,1,0,1,1,0,1,1,16,5,100.0,1
0.0,1.1,1,1,498987.0,1,1,0,0,0,0,1,0,0,0,12,1,1.0,0
58844550.0,7845940.0,1,0,58844550.0,0,1,0,0,0,0,0,0,0,0,36,2,5884455.0,0
0.0,1909.6,1,1,10194.0,1,1,0,0,0,0,0,0,0,1,4,2,1019.4,1
103469731.0,18972006.483333,1,0,103469731.0,0,1,0,1,0,1,1,0,0,1,6,5,10.0,1
0.0,1.1,1,1,236362.0,1,1,0,0,0,0,0,0,0,0,9,1,23636.2,0
0.0,420.2,2,2,6714.0,1,2,0,0,0,0,1,1,0,0,18,1,100.0,0
0.0,245.1,1,1,2889038.0,1,1,0,0,0,1,1,0,0,0,13,4,20.0,0
0.0,1.1,1,1,3794933.0,1,1,0,0,0,0,1,0,0,0,9,1,1.0,0
0.0,302.8,1,1,1578.0,1,1,1,1,1,1,1,0,0,1,9,2,1.578,0
0.0,158.7,2,2,1301494229.0,1,2,0,1,0,1,1,1,0,1,14,3,50.0,0
0.0,376.2,1,1,1937469.0,1,1,0,0,0,0,0,0,0,1,4,1,193746.9,0
0.0,3.3,1,1,139991.0,1,1,0,0,0,0,0,0,0,1,1,3,13999.1,0
2551823.0,467840.716667,1,0,2551823.0,0,1,0,1,0,1,0,0,0,1,6,5,2551.823,1
210963110.0,3315.416667,3,2,210963110.0,0,3,0,1,0,1,1,1,0,1,16,1,1000.0,0
0.0,1.1,1,1,721828.0,1,1,0,0,0,0,0,0,0,0,8,1,72182.8,0
326188275.0,59801221.75,1,0,326188275.0,0,1,0,1,0,1,1,0,0,1,12,1,10.0,1
176411885.0,32342179.916667,4,1,176411885.0,0,4,1,1,0,1,1,1,0,1,19,1,10.0,1
0.0,1.1,1,1,1977.0,1,1,0,0,0,0,1,0,0,0,8,1,1.0,0
0.0,1161.05,2,2,6333.0,1,2,1,1,0,0,1,1,0,1,11,1,6.333,1
0.0,188.1,1,1,167292841.0,1,1,0,0,0,0,1,0,0,0,4,2,100.0,0
1941417.0,357069.35,1,0,1941417.0,0,1,1,1,0,1,0,0,0,1,14,5,1941.417,1
0.0,1380271.2,2,2,627396.0,1,2,0,0,0,1,1,1,0,0,4,3,100.0,0
7464.0,1400.0,3,0,7464.0,0,3,0,1,1,1,1,1,0,1,12,3,7.464,1
0.0,360.3,1,1,165291.0,1,1,0,0,0,1,1,0,0,0,10,3,50.0,0
517169.0,94814.316667,1,0,517169.0,0,1,1,1,0,0,1,0,0,1,10,4,100.0,1
0.0,11706.2,1,1,1774540.0,1,1,0,0,0,0,0,0,0,1,2,1,177454.0,1
0.0,268.4,4,4,7363216.0,1,4,0,0,0,0,1,1,0,0,15,2,100.0,0
346749885.0,63570812.25,1,0,346749885.0,0,1,0,1,0,0,1,0,0,1,23,2,100.0,1
920.2,1014.42,1,1,21720655.0,1,1,0,0,0,0,1,0,1,0,8,2,10.0,0
0.0,4222.9,1,1,298048379.0,1,1,0,1,0,0,0,0,0,1,4,2,298048.379,0
0.0,1.1,1,1,49336.0,1,1,0,0,0,0,1,0,0,0,10,2,1.0,0
0.0,1.1,1,1,8151576.0,1,1,0,0,0,0,0,0,0,1,3,3,815157.6,0
1306.0,263.633333,1,0,1306.0,0,1,1,1,0,1,1,0,0,1,14,2,1.306,0
0.0,508532644.4,2,2,231151202.0,1,2,0,0,0,1,1,1,0,0,9,6,1000.0,0
19002136.0,3483724.933333,1,0,19002136.0,0,1,0,0,0,0,1,0,0,1,7,3,10.0,1
31802042.0,4240272.266667,1,0,31802042.0,0,1,0,0,0,0,0,0,0,0,27,0,31802042.0,1
267282384.1,51324060.443333,1,0,266437915.0,0,1,0,1,0,0,0,0,1,1,17,4,266437.915,1
45406801.0,46664.933333,5,4,45406801.0,0,5,0,1,0,0,0,1,0,1,18,3,45406.801,1
4610.2,5072.32,1,1,249886.0,1,1,0,0,0,0,1,0,1,0,7,1,10.0,0
50369.0,9312.616667,1,0,50369.0,0,1,0,1,0,1,1,0,0,1,5,5,50.369,1
0.0,2680162553.2,2,2,1218255706.0,1,2,0,0,0,0,1,1,0,0,13,3,200.0,0
773885323.0,141878975.883333,1,0,773885323.0,0,1,1,1,1,0,1,0,0,1,24,0,10.0,1
156278292.0,28653997.1,5,0,156278292.0,0,5,0,1,0,1,0,1,0,1,26,5,156278.292,1
3675785.0,690959.116667,1,0,3675785.0,0,1,0,1,0,1,1,0,0,1,5,3,10.0,1
114349.0,20963.983333,1,0,114349.0,0,1,0,1,0,0,0,0,0,1,4,5,114.349,1
12440.0,2280.666667,3,1,12440.0,0,3,0,1,0,0,1,1,0,1,8,1,10.0,1
0.0,2898143113.8,3,3,878225186.0,1,3,0,0,0,1,1,1,0,0,2,3,10.0,0
80186150.0,14703226.966667,3,0,80186150.0,0,3,0,1,0,1,0,1,0,1,23,7,80186.15,1
0.0,464039133.8,2,2,210926879.0,1,2,0,1,0,0,1,1,0,1,17,2,1000.0,1
58277000.0,10684235.766667,6,2,58277000.0,0,6,0,1,0,1,0,1,0,1,8,7,58277.0,1
0.0,119.6,2,2,545005.0,1,2,0,0,0,1,0,1,0,0,10,1,54500.5,0
7814582.0,1432675.366667,8,4,7814582.0,0,8,1,1,0,1,1,1,0,1,9,7,20.0,1
25467.0,4669.15,1,0,25467.0,0,1,1,1,0,1,1,0,0,1,14,3,10.0,1
351684.0,64508.1,1,0,351684.0,0,1,0,1,0,1,0,0,0,1,17,4,351.684,1
233452705.0,42799701.983333,7,3,233452705.0,0,7,0,1,0,1,0,1,0,1,27,8,233452.705,1
2239.8,2468.18,1,1,280281.0,1,1,0,0,0,0,1,0,1,0,5,1,10.0,0
619651.2,9428368.62,1,1,7951593.0,1,1,1,0,0,0,0,0,1,0,6,3,795159.3,1
18361437.0,2448191.6,1,0,18361437.0,0,1,0,0,0,0,0,0,0,0,12,2,1836143.7,0
5086443.0,933060.65,1,0,5086443.0,0,1,1,1,0,1,0,0,0,1,10,1,5086.443,1
495229.0,65644.233333,2,1,495229.0,0,2,0,0,0,1,1,1,0,0,18,6,100.0,1
0.0,123.2,4,4,153547.0,1,4,0,0,0,0,0,1,0,0,13,3,15354.7,0
5397435.0,936462.514021,1,0,5397435.0,0,1,0,0,0,1,0,0,0,0,37,0,5397435.0,1
124267247.0,16568966.266667,3,0,124267247.0,0,3,0,0,0,0,1,1,0,0,23,4,100.0,1
54217.9,60475.69,1,1,3258122.0,1,1,0,0,0,0,1,0,1,0,5,3,10.0,0
108158816.2,16480943.253333,1,0,107263265.0,0,1,0,0,0,0,0,0,1,0,8,1,10726326.5,1
0.0,1.1,1,1,42600022.0,1,1,0,0,0,0,1,0,0,0,8,2,1.0,0
0.0,242.0,1,1,93049922.0,1,1,0,0,0,0,1,0,0,0,3,3,50.0,0
0.0,12494553.5,1,1,11358685.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
8770117.0,1169348.933333,1,0,8770117.0,0,1,0,0,0,0,1,0,0,0,16,3,100.0,1
470765.0,87290.016667,1,0,470765.0,0,1,0,0,0,1,1,0,0,1,20,3,10.0,1
0.0,1453.5,4,4,872617035.0,1,4,0,1,0,1,1,1,0,1,8,1,10.0,0
0.0,6.0,1,1,1027612.0,1,1,0,0,0,1,1,0,0,0,8,1,50.0,0
0.0,1.1,1,1,9362978.0,1,1,0,0,0,0,1,0,0,0,1,2,1.0,0
0.0,5079592.1,1,1,4617811.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
3035891.5,7086725.983333,1,0,661293.0,0,2,0,1,0,0,0,1,1,1,18,5,661.293,1
0.0,10.2,3,3,750583664.0,1,3,0,0,0,1,0,1,0,0,5,4,75058366.4,0
0.0,40044768.5,1,1,36404335.0,1,1,0,1,0,1,0,0,0,1,10,5,36404.335,1
0.0,43.8,1,1,43584.0,1,1,0,0,0,1,1,0,0,0,15,4,20.0,0
316620847.0,1908.3,5,4,316620847.0,0,5,0,0,0,1,0,1,0,0,12,2,31662084.7,0
0.0,498.3,1,1,111432002.0,1,1,0,0,0,0,0,0,0,0,14,2,11143200.2,0
52480478.6,15863709.426667,1,0,50210620.0,0,2,1,1,0,1,0,1,1,1,4,3,50210.62,1
0.0,1.1,1,1,273594840.0,1,1,0,0,0,0,1,0,0,0,9,1,1.0,0
0.0,1196312321.6,2,2,543778328.0,1,2,1,0,0,1,1,1,0,0,13,3,200.0,0
0.0,52566.8,1,1,47788.0,1,1,0,0,0,1,1,0,0,0,11,4,100.0,0
0.0,7.7,1,1,66941322.0,1,1,0,0,0,0,1,0,0,0,5,4,200.0,0
1178096.0,215986.266667,7,2,1178096.0,0,7,1,1,0,1,1,1,0,1,22,5,20.0,1
0.0,178080619.2,8,8,20236434.0,1,8,1,1,0,1,1,1,0,1,10,3,10.0,1
2110593.0,387101.95,1,0,2110593.0,0,1,0,1,0,1,0,0,0,1,18,2,2110.593,1
0.0,1.1,1,1,5943521.0,1,1,0,0,0,0,1,0,0,0,8,1,1.0,0
61084636.0,11198851.433333,5,1,61084636.0,0,5,0,1,0,1,1,1,0,1,9,6,20.0,1
0.0,105.6,3,3,139925993.0,1,3,0,0,0,0,1,1,0,0,13,2,20.0,0
1071817.0,196511.983333,1,0,1071817.0,0,1,0,1,0,1,1,0,0,1,4,4,1000.0,1
0.0,8368.55,2,2,45615.0,1,2,0,1,1,1,1,1,0,1,13,2,10.0,1
0.0,87251731.6,4,4,19829939.0,1,4,0,0,0,1,1,1,0,0,12,3,100.0,0
5579305.0,1022882.583333,8,5,5579305.0,0,8,0,1,0,1,1,1,0,1,14,1,100.0,1
0.0,5954.3,1,1,5413.0,1,1,0,0,0,0,1,0,0,0,12,2,1.0,0
7478888.0,1371179.466667,1,0,7478888.0,0,1,0,1,0,1,1,0,0,1,20,5,10.0,1
0.0,17839.8,2,2,8109.0,1,2,1,1,0,0,1,1,0,1,12,4,8.109,1
4687089.0,585743.566667,5,1,4687089.0,0,5,0,0,0,0,0,1,0,0,19,7,468708.9,1
425291440.0,77970098.333333,3,1,425291440.0,0,3,1,1,0,1,1,1,0,1,26,1,10.0,1
0.0,8.4,1,1,13649.0,1,1,0,0,0,1,1,0,0,0,9,4,50.0,0
908218.0,107148.8,2,1,908218.0,0,2,0,0,0,1,1,1,0,0,4,3,10.0,1
28918.0,5301.633333,4,2,28918.0,0,4,1,1,1,0,0,1,0,1,10,4,28.918,1
2509757.0,339164.466667,1,0,2509757.0,0,1,0,0,0,1,1,0,0,0,13,4,10.0,1
0.0,6415.45,2,2,34989.0,1,2,1,1,0,1,1,1,0,1,9,0,10.0,1
0.0,1.1,1,1,373321.0,1,1,0,0,0,0,1,0,0,0,9,1,1.0,0
0.0,6.0,1,1,4344674.0,1,1,0,0,0,1,1,0,0,0,4,2,100.0,0
0.0,18.7,1,1,105720530.0,1,1,0,0,0,0,0,0,0,1,1,2,10572053.0,0
21444.0,3931.8,4,2,21444.0,0,4,1,1,0,1,0,1,0,1,7,4,21.444,1
6228956.0,1141976.266667,6,1,6228956.0,0,6,1,1,0,1,1,1,0,1,9,2,10.0,1
0.0,101734507.6,4,4,23121479.0,1,4,0,0,0,1,0,1,0,0,9,5,2312147.9,0
0.0,37035.9,3,3,11223.0,1,3,0,1,0,1,1,1,0,1,15,4,11.223,1
226.9,250.69,1,1,3246982.0,1,1,0,0,0,0,1,0,1,0,5,2,100.0,0
623985182.0,83198024.266667,1,0,623985182.0,0,1,0,0,0,0,0,0,0,0,19,3,62398518.2,1
0.0,378333406.0,5,5,68787892.0,1,5,0,1,0,1,1,1,0,1,26,3,100.0,1
16606862.0,3044591.366667,1,0,16606862.0,0,1,0,1,0,0,0,0,0,1,16,4,16606.862,1
30868.7,34087.57,1,1,65401.0,1,1,0,0,0,0,1,0,1,0,5,1,10.0,0
0.0,2.3,2,2,184436760.0,1,2,0,0,0,1,1,1,0,0,15,3,20.0,0
235024650.0,43087980.0,1,0,235024650.0,0,1,0,1,0,1,0,0,0,1,19,4,235024.65,1
5094373.0,933969.383333,6,2,5094373.0,0,6,0,1,0,1,1,1,0,1,4,3,10.0,1
25482603.0,4671810.55,1,0,25482603.0,0,1,0,1,0,0,0,0,0,1,8,5,25482.603,1
31225623.0,7354718.05,1,0,29743790.0,0,2,1,1,0,1,0,1,1,1,11,3,29743.79,1
3704305.0,679184.983333,1,0,3704305.0,0,1,0,0,0,1,0,0,0,1,10,3,370430.5,1
4168823.0,555843.066667,1,0,4168823.0,0,1,0,0,0,0,0,0,0,0,11,4,416882.3,0
739366.0,135550.433333,1,0,739366.0,0,1,0,0,0,0,0,0,0,1,12,5,73936.6,1
0.0,8.4,1,1,12885394.0,1,1,0,0,0,1,1,0,0,0,4,1,50.0,0
29663.0,33663.3,1,1,6444689.0,1,1,0,0,0,0,1,0,1,0,10,3,100.0,0
1010609.0,185278.316667,1,0,1010609.0,0,1,0,1,0,0,0,0,0,1,14,3,1010.609,1
0.0,468.6,1,1,460889162.0,1,1,0,1,0,0,1,0,0,1,12,3,50.0,0
195026504.0,35754859.066667,1,0,195026504.0,0,1,0,1,0,0,0,0,0,1,5,3,195026.504,1
0.0,901.0,3,3,440734194.0,1,3,0,0,0,1,0,1,0,0,16,4,44073419.4,0
1047669.7,4263266.37,1,1,2828027.0,1,1,0,1,0,1,0,0,1,1,8,5,2828.027,1
0.0,3.4,3,3,1007620086.0,1,3,0,0,0,1,1,1,0,0,2,2,10.0,0
721308317.0,132239858.216667,1,0,721308317.0,0,1,1,1,0,1,0,0,0,1,9,5,721308.317,1
0.0,556.5,1,1,101067498.0,1,1,0,0,0,1,1,0,0,0,12,3,10.0,0
12455894.0,2283580.566667,1,0,12455894.0,0,1,1,1,0,0,0,0,0,1,5,0,124558.94,1
133249.0,24429.183333,1,0,133249.0,0,1,0,1,0,1,1,0,0,1,8,4,10.0,1
0.0,1.1,1,1,103179013.0,1,1,0,0,0,0,1,0,0,0,10,1,1.0,0
0.0,12.566667,1,1,56.0,1,1,0,1,0,1,1,0,0,1,4,3,0.056,0
0.0,73.6,2,2,728511703.0,1,2,0,0,0,1,1,1,0,0,15,1,10.0,0
0.0,13129802.4,3,3,3978728.0,1,3,0,1,0,1,1,1,0,1,18,7,100.0,1
0.0,1.1,1,1,83242.0,1,1,0,0,0,0,0,0,0,1,1,1,8324.2,0
14436032.0,2646615.866667,4,3,14436032.0,0,4,1,1,0,1,1,1,0,1,19,2,100.0,1
0.0,4064.5,1,1,3695.0,1,1,0,0,0,0,0,0,0,0,4,2,369.5,0
236824.0,260506.4,1,0,236824.0,0,1,0,0,0,0,1,0,0,0,2,0,1000.0,1
0.0,76.9,1,1,387300.0,1,1,0,0,0,1,1,0,0,0,5,4,10.0,0
0.0,521.5,1,1,9762729.0,1,1,0,0,0,1,1,0,0,0,12,3,100.0,0
0.0,94.8,1,1,3088328.0,1,1,0,0,0,1,0,0,0,0,2,4,308832.8,0
7945503.0,1456676.55,5,2,7945503.0,0,5,0,1,0,1,1,1,0,1,12,1,10.0,1
49251436.0,9029429.933333,3,1,49251436.0,0,3,0,1,0,0,1,1,0,1,30,1,100.0,1
0.0,1.1,1,1,8615.0,1,1,0,0,0,0,0,0,0,0,8,2,861.5,0
0.0,20198.2,1,1,1523539.0,1,1,0,0,0,0,0,0,0,1,1,1,152353.9,1
0.0,2.4,1,1,96087.0,1,1,0,0,0,1,1,0,0,0,13,2,20.0,0
0.0,23.1,1,1,68483024.0,1,1,0,0,0,0,0,0,0,1,4,2,6848302.4,0
0.0,225663094.8,4,4,51287067.0,1,4,1,1,0,1,1,1,0,1,19,5,1000.0,1
13203224.0,2420592.466667,1,0,13203224.0,0,1,0,1,0,1,1,0,0,1,16,4,100.0,1
0.0,1.1,1,1,847939.0,1,1,0,0,0,0,0,0,0,0,7,1,84793.9,0
3278886.0,539894.508259,1,0,3278886.0,0,1,0,0,0,1,0,0,0,0,25,2,327888.6,1
0.0,15.6,1,1,9243341.0,1,1,0,0,0,1,1,0,0,0,2,1,50.0,0
2603848.0,479028.733333,1,0,2603848.0,0,1,0,1,0,1,1,0,0,1,10,2,100.0,1
0.0,191.933333,1,1,1012.0,1,1,1,1,0,1,1,0,0,1,7,4,1.012,0
209554999.0,27940666.533333,1,0,209554999.0,0,1,0,0,0,0,0,0,0,0,15,1,20955499.9,1
59540.0,10945.866667,1,0,59540.0,0,1,0,1,0,1,1,0,0,1,8,1,59.54,1
3670166.0,1945536.066667,1,0,2513193.0,0,1,0,1,0,1,1,0,1,1,15,3,100.0,1
0.0,1.1,1,1,8037.0,1,1,0,0,0,0,0,0,0,0,5,1,803.7,0
267458624.0,46339155.133333,4,3,267458624.0,0,4,0,1,0,0,1,1,0,1,10,2,1000.0,1
